epoch,accuracy,loss
0.0,0.5625,0.6897842884063721
0.0018281535648994515,0.53125,0.6914861798286438
0.003656307129798903,0.5,0.6955804824829102
0.005484460694698354,0.625,0.6774665117263794
0.007312614259597806,0.40625,0.7127611637115479
0.009140767824497258,0.53125,0.6911718845367432
0.010968921389396709,0.5,0.6957240700721741
0.012797074954296161,0.4375,0.7033179998397827
0.014625228519195612,0.65625,0.6766200661659241
0.016453382084095063,0.5,0.6942545771598816
0.018281535648994516,0.4375,0.7013300061225891
0.02010968921389397,0.5,0.6941330432891846
0.021937842778793418,0.5625,0.6890314817428589
0.02376599634369287,0.4375,0.6981524229049683
0.025594149908592323,0.40625,0.6997256278991699
0.027422303473491772,0.5625,0.6892678737640381
0.029250457038391225,0.4375,0.6951829791069031
0.031078610603290677,0.625,0.6909022927284241
0.03290676416819013,0.4375,0.6933051943778992
0.03473491773308958,0.625,0.6925904154777527
0.03656307129798903,0.625,0.6924667954444885
0.038391224862888484,0.59375,0.6919431686401367
0.04021937842778794,0.5625,0.6911861896514893
0.04204753199268738,0.5,0.6936978101730347
0.043875685557586835,0.375,0.6982474327087402
0.04570383912248629,0.40625,0.6969901919364929
0.04753199268738574,0.5625,0.6902180314064026
0.04936014625228519,0.5,0.6921890377998352
0.051188299817184646,0.59375,0.6884853839874268
0.05301645338208409,0.5,0.6935056447982788
0.054844606946983544,0.40625,0.6958392858505249
0.056672760511883,0.625,0.6886338591575623
0.05850091407678245,0.5,0.6948652267456055
0.0603290676416819,0.65625,0.6853492259979248
0.062157221206581355,0.46875,0.6936461925506592
0.06398537477148081,0.5,0.6930332779884338
0.06581352833638025,0.46875,0.6925260424613953
0.06764168190127971,0.53125,0.6920343041419983
0.06946983546617916,0.5,0.6930141448974609
0.0712979890310786,0.40625,0.6990140080451965
0.07312614259597806,0.46875,0.6946438550949097
0.07495429616087751,0.5,0.693086564540863
0.07678244972577697,0.46875,0.6948894262313843
0.07861060329067641,0.4375,0.6950482130050659
0.08043875685557587,0.5,0.6927918791770935
0.08226691042047532,0.5,0.689723014831543
0.08409506398537477,0.78125,0.6873511672019958
0.08592321755027423,0.5625,0.6922217607498169
0.08775137111517367,0.4375,0.6926904320716858
0.08957952468007313,0.53125,0.6933366656303406
0.09140767824497258,0.5,0.6929850578308105
0.09323583180987204,0.59375,0.690715491771698
0.09506398537477148,0.65625,0.6906888484954834
0.09689213893967093,0.53125,0.6895524859428406
0.09872029250457039,0.46875,0.6944984197616577
0.10054844606946983,0.71875,0.6875267624855042
0.10237659963436929,0.625,0.6870666146278381
0.10420475319926874,0.59375,0.6815661787986755
0.10603290676416818,0.5625,0.6819010376930237
0.10786106032906764,0.5,0.6883937120437622
0.10968921389396709,0.59375,0.678312361240387
0.11151736745886655,0.3125,0.7493255734443665
0.113345521023766,0.46875,0.6957913637161255
0.11517367458866545,0.4375,0.6994437575340271
0.1170018281535649,0.5,0.6826720833778381
0.11882998171846434,0.59375,0.6834852695465088
0.1206581352833638,0.5625,0.684294581413269
0.12248628884826325,0.78125,0.6746299266815186
0.12431444241316271,0.59375,0.6887041926383972
0.12614259597806216,0.5,0.6950713992118835
0.12797074954296161,0.53125,0.6819452047348022
0.12979890310786105,0.5,0.6955708265304565
0.1316270566727605,0.5625,0.6775642037391663
0.13345521023765997,0.65625,0.6550046801567078
0.13528336380255943,0.625,0.666426420211792
0.13711151736745886,0.375,0.7444843053817749
0.13893967093235832,0.625,0.6691645979881287
0.14076782449725778,0.5625,0.674842357635498
0.1425959780621572,0.4375,0.7051370143890381
0.14442413162705667,0.59375,0.6825463175773621
0.14625228519195613,0.4375,0.7011091709136963
0.1480804387568556,0.6875,0.6704066395759583
0.14990859232175502,0.65625,0.6819634437561035
0.15173674588665448,0.71875,0.6783843040466309
0.15356489945155394,0.59375,0.6750630140304565
0.15539305301645337,0.59375,0.6797974705696106
0.15722120658135283,0.53125,0.6910281181335449
0.1590493601462523,0.5625,0.6842806339263916
0.16087751371115175,0.75,0.6532360911369324
0.16270566727605118,0.5625,0.6806942224502563
0.16453382084095064,0.40625,0.7267313599586487
0.1663619744058501,0.75,0.6502536535263062
0.16819012797074953,0.5625,0.663501501083374
0.170018281535649,0.5,0.6586443781852722
0.17184643510054845,0.625,0.6415237188339233
0.1736745886654479,0.59375,0.6518203616142273
0.17550274223034734,0.6875,0.6012910604476929
0.1773308957952468,0.75,0.5788700580596924
0.17915904936014626,0.71875,0.6074744462966919
0.1809872029250457,0.625,0.6642536520957947
0.18281535648994515,0.65625,0.6169505715370178
0.1846435100548446,0.40625,0.8238315582275391
0.18647166361974407,0.59375,0.6321175694465637
0.1882998171846435,0.5,0.6865347027778625
0.19012797074954296,0.59375,0.6409355401992798
0.19195612431444242,0.6875,0.6168504953384399
0.19378427787934185,0.6875,0.6282019019126892
0.1956124314442413,0.5625,0.7258563041687012
0.19744058500914077,0.625,0.631519615650177
0.19926873857404023,0.65625,0.6465005874633789
0.20109689213893966,0.5625,0.6921062469482422
0.20292504570383912,0.65625,0.6381608843803406
0.20475319926873858,0.65625,0.6272252798080444
0.20658135283363802,0.34375,0.8728765249252319
0.20840950639853748,0.46875,0.754395604133606
0.21023765996343693,0.53125,0.7585770487785339
0.21206581352833637,0.65625,0.6017811298370361
0.21389396709323583,0.625,0.6645028591156006
0.21572212065813529,0.59375,0.6149248480796814
0.21755027422303475,0.5625,0.643896758556366
0.21937842778793418,0.53125,0.7429701089859009
0.22120658135283364,0.625,0.6326265335083008
0.2230347349177331,0.6875,0.6390392780303955
0.22486288848263253,0.5,0.7168937921524048
0.226691042047532,0.6875,0.6596237421035767
0.22851919561243145,0.5625,0.6988422870635986
0.2303473491773309,0.75,0.5889549255371094
0.23217550274223034,0.75,0.6434635519981384
0.2340036563071298,0.65625,0.6382955312728882
0.23583180987202926,0.625,0.6486223936080933
0.2376599634369287,0.5625,0.6747615933418274
0.23948811700182815,0.5625,0.7243068218231201
0.2413162705667276,0.5,0.6742424368858337
0.24314442413162707,0.71875,0.5718725323677063
0.2449725776965265,0.625,0.663986325263977
